manjaro-alsa 2012.11-1
manjaro-application-utility 1.1-3
manjaro-base-skel 20171029-3
manjaro-browser-settings 20181222-1
manjaro-documentation-en 20181009-1
manjaro-firmware 20160419-1
manjaro-hello 0.6.1-1
manjaro-hotfixes 2018.08-6
manjaro-icons 20181011-1
manjaro-keyring 20180607-1
manjaro-pulse 2012.11-1
manjaro-release 18.0.4-1
manjaro-settings-manager 0.5.5-4
manjaro-settings-manager-notifier 0.5.5-4
manjaro-system 20190124-3
manjaro-wallpapers-18.0 1.4-3
manjaro-xfce-gtk3-settings 20181024-1
matcha-gtk-theme 20190225-1
mdadm 4.0-2
media-player-info 24-1
memtest86+ 5.01-3
menulibre 2.2.0-2
mercurial 4.9-1
mesa 18.3.4-1
mesa-demos 8.4.0-1
mesa-vdpau 18.3.4-1
metis 5.1.0.p5-1
mhwd 0.6.3-1
mhwd-amdgpu 1.2.1-1
mhwd-ati 7.7.0-1
mhwd-catalyst 1:15.201.1151-2
mhwd-db 0.6.3-6
mhwd-nvidia 1:418.43-1
mhwd-nvidia-340xx 340.107-1
mhwd-nvidia-390xx 390.116-1
minizip 1:1.2.11-3
mjpegtools 2.1.0-4
mkinitcpio 25-1
mkinitcpio-busybox 1.30.1-1
mkinitcpio-openswap 0.1.0-2
mlocate 0.26.git.20170220-1
mobile-broadband-provider-info 20190116-1
modemmanager 1.10.0-1
mousepad 0.4.1-1
mozilla-common 1.4-5
mpfr 4.0.2-1
mpg123 1.25.10-1
mpv 1:0.29.1-5
ms-office-online 18.04.4-2
mtdev 1.1.5-2
mtpfs 1.1-3
mugshot 0.4.1-1
muparser 2.2.6-1
myman 0.7.0-6
mypaint-brushes 1.3.0-3
nano 3.2-1
nautilus 3.30.5-1
nautilus-sendto 3.8.6+14+ge8a3604-1
ncurses 6.1-6
ndctl 64.1-1
neofetch 6.0.0-1
neon 0.30.2-3
net-snmp 5.8-2
netbeans 10.0-0
nettle 3.4.1-1
network-manager-applet 1.8.21dev+3+gb4c365b1-1
networkmanager 1.14.7dev+3+g353743b99-1
networkmanager-openconnect 1.2.5dev+110+g524a2e0-2
networkmanager-openvpn 1.8.10-1
networkmanager-pptp 1.2.9dev+10+gb41b0d0-1
networkmanager-vpnc 1.2.7dev+20+gdca3aea-1
nfs-utils 2.3.3-1
nfsidmap 2.3.3-1
nitrogen 1.6.1-2
nm-connection-editor 1.8.21dev+3+gb4c365b1-1
nodejs 11.11.0-1
noto-fonts 20190111-1
npth 1.6-1
nspr 4.20-1
nss 3.42.1-1
nss-mdns 0.14.1-1
ntfs-3g 2017.3.23-3
ntp 4.2.8.p12-2
numlockx 1.2-4
openal 1.19.1-2
openconnect 1:8.02-1
opencore-amr 0.1.5-2
openexr 2.3.0-1
openjpeg2 2.3.0-3
openresolv 3.9.0-2
openssh 7.9p1-1
openssl 1.1.1.b-1
openssl-1.0 1.0.2.r-1
openvpn 2.4.7-1
opus 1.3-1
orage 4.12.1-4
orbit2 2.14.19-7
orc 0.4.28-1
os-prober 1.76-2
ostree 2019.1-1
p11-kit 0.23.15-1
p7zip 16.02-5
package-query 1.9-2
pacman 5.1.3-1
pacman-mirrors 4.14.1-1
pam 1.3.1-1
pamac 7.3.4-2
pambase 20190105.1-1
pandoc 2.7-1
pandoc-crossref 0.3.4.0-56
pango 1:1.42.4-1
pangomm 2.42.0-1
pangox-compat 0.0.2+2+gedb9e09-3
papirus-icon-theme 20190302-1
papirus-maia-icon-theme 20181011-1
parted 3.2-8
patch 2.7.6-7
patchutils 0.3.4-3
pavucontrol 1:4.0-1
pciutils 3.6.2-1
pcre 8.43-1
pcre2 10.32-2
pcsclite 1.8.24-1
peek 1.3.1-3
perl 5.28.1-1
perl-clone 0.41-1
perl-dbi 1.642-1
perl-error 0.17027-1
perl-file-basedir 0.08-2
perl-file-desktopentry 0.22-4
perl-file-mimeinfo 0.29-1
perl-ipc-system-simple 1.25-4
perl-mailtools 2.20-2
perl-net-dbus 1.1.0-7
perl-parse-yapp 1.21-1
perl-text-iconv 1.7-15
perl-timedate 2.30-5
perl-uri 1.76-1
perl-xml-libxml 2.0134-1
perl-xml-namespacesupport 1.12-3
perl-xml-parser 2.44-7
perl-xml-sax 1.00-1
perl-xml-sax-base 1.09-3
perl-xml-twig 3.52-4
phonon-qt5 4.10.2-1
phonon-qt5-vlc 0.10.2-1
pidgin 2.13.0-5
pinentry 1.1.0-4
pipes.sh 1.3.0-1
pipewire 0.2.5+3+g371da358-1
piptube 1.2.0-1
pixman 0.38.0-2
pkcs11-helper 1.25.1-1
pkgconf 1.6.0-1
plank 0.11.4-2
polkit 0.115+24+g5230646-1
polkit-gnome 0.105-4
polkit-qt5 0.112.0+git20180107-2
polybar 3.3.0-1
poppler 0.74.0-1
poppler-data 0.4.9-1
poppler-glib 0.74.0-1
poppler-qt5 0.74.0-1
popt 1.16-10
powertop 2.10-1
ppp 2.4.7-5
pptpclient 1.10.0-1
procps-ng 3.3.15-1.2
properties-cpp 0.0.1-1
protobuf 3.6.1.3-1
protobuf-c 1.3.1-1
psmisc 23.2-1
pulseaudio 12.2-2
pulseaudio-alsa 2-4
pulseaudio-bluetooth 12.2-2
pulseaudio-ctl 1.66-1
pulseaudio-zeroconf 12.2-2
purpose 5.56.0-1
pygobject-devel 3.30.4-1
pygobject2-devel 2.28.7-2
pygtk 2.24.0-8
pyqt5-common 5.12-2
python 3.7.2-3
python-anytree 2.6.0-2
python-appdirs 1.4.3-2
python-astral 1.7.1-1
python-cachecontrol 0.12.5-4
python-cairo 1.18.0-1
python-chardet 3.0.4-2
python-colorama 0.4.1-1
python-dbus 1.2.8-2
python-dbus-common 1.2.8-2
python-distlib 0.2.8-1
python-distro 1.4.0-1
python-distutils-extra 2.39-3
python-docopt 0.6.2-5
python-gobject 3.30.4-1
python-html5lib 1.0.1-3
python-idna 2.8-1
python-jade-application-kit 1.3.5-2
python-keyutils 0.5-3
python-lockfile 0.12.2-4
python-lxml 4.3.2-1
python-msgpack 0.6.1-1
python-nautilus 1.2.2-3
python-npyscreen 4.10.5-2
python-packaging 19.0-1
python-pep517 0.5.0-1
python-pexpect 4.6.0-2
python-pillow 5.4.1-1
python-pip 18.1-2
python-progress 1.5-1
python-psutil 5.5.0-1
python-ptyprocess 0.6.0-2
python-pycups 1.9.74-1
python-pycurl 7.43.0.2-2
python-pygments 2.3.1-1
python-pyparsing 2.3.1-1
python-pyqt5 5.12-2
python-pytoml 0.1.20-1
python-pytz 2018.9-1
python-reportlab 3.5.13-1
python-requests 2.21.0-1
python-retrying 1.3.3-4
python-schedule 0.5.0-2
python-setuptools 1:40.8.0-1
python-shiboken2 5.12.1-1
python-sip-pyqt5 4.19.14-1
python-six 1.12.0-1
python-tzlocal 1.5.1-4
python-urllib3 1.24.1-2
python-webencodings 0.5.1-2
python-xdg 0.26-2
python-yaml 3.13-2
python2 2.7.15-4
python2-appdirs 1.4.3-2
python2-cachecontrol 0.12.5-4
python2-cairo 1.18.0-1
python2-chardet 3.0.4-2
python2-colorama 0.4.1-1
python2-distlib 0.2.8-1
python2-distro 1.4.0-1
python2-gconf 2.28.1-11
python2-gobject2 2.28.7-2
python2-html5lib 1.0.1-3
python2-idna 2.8-1
python2-ipaddress 1.0.22-1
python2-libappindicator 12.10.0-13
python2-lockfile 0.12.2-4
python2-msgpack 0.6.1-1
python2-packaging 19.0-1
python2-pep517 0.5.0-1
python2-pexpect 4.6.0-2
python2-pip 18.1-2
python2-progress 1.5-1
python2-ptyprocess 0.6.0-2
python2-pyparsing 2.3.1-1
python2-pytoml 0.1.20-1
python2-requests 2.21.0-1
python2-retrying 1.3.3-4
python2-setuptools 1:40.8.0-1
python2-six 1.12.0-1
python2-urllib3 1.24.1-2
python2-webencodings 0.5.1-2
python2-xdg 0.26-2
qca 2.1.3-3
qpdf 8.4.0-1
qpdfview 0.4.18beta1-1
qrencode 4.0.2-1
qt5-base 5.12.1-2.1
qt5-charts 5.12.1-1
qt5-declarative 5.12.1-1
qt5-graphicaleffects 5.12.1-1
qt5-location 5.12.1-1
qt5-multimedia 5.12.1-1
qt5-quickcontrols 5.12.1-2
qt5-quickcontrols2 5.12.1-1
qt5-script 5.12.1-1
qt5-sensors 5.12.1-1
qt5-speech 5.12.1-1
qt5-styleplugins 5.0.0.20170311-10
qt5-svg 5.12.1-1
qt5-webchannel 5.12.1-1
qt5-webkit 5.212.0alpha2-23
qt5-x11extras 5.12.1-1
qt5ct 0.37-1
ranger 1.9.2-1
raptor 2.0.15-10
rarian 0.8.1-7
rasqal 1:0.9.33-2
re2 20190301-1
readline 8.0.0-1
redland 1:1.0.17-7
reiserfsprogs 3.6.27-2
remmina 1:1.3.3-1
rest 0.8.1-1
rhash 1.3.8-1
ripgrep 0.10.0-2
rpcbind 1.2.5-2
rsync 3.1.3-1
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-4
rubberband 1.8.2-1
run-parts 4.8.6.1-1
s-nail 14.9.11-3
samba 4.9.4-2
sane 1.0.27-2
sbc 1.4-1
screenfetch 3.8.0.r107.g522c9c0-1
scrot 0.8.18-1
sdl 1.2.15-10
sdl2 2.0.9-1
sdl2_image 2.0.4-2
sed 4.7-1
semver 5.6.0-1
serf 1.3.9-3
shaderc 2018.0-3
shadow 4.6-2
shared-mime-info 1.12-1
signon-kwallet-extension 18.12.3-1
signon-plugin-oauth2 0.24-2
signon-ui 0.17+20150611-2
signond 8.60-1
skippy-xd 2016.10.20.r0.g72d1ddf-1
slang 2.3.2-1
smbclient 4.9.4-2
snapd 2.37.4-1.0
snappy 1.1.7-1
solid 5.56.0-1
sonnet 5.56.0-1
sound-theme-freedesktop 0.8-3
sound-theme-smooth 1.1-2
soundtouch 2.1.2-1
source-highlight 3.1.8-18
spandsp 0.0.6-2
spectre-meltdown-checker 0.37-1
speex 1.2.0-2
speexdsp 1.2rc3-4
spirv-tools 2018.5-1
splix 2.0.0-14
spotify 1.0.94.262-1
sqlite 3.27.2-1
squashfs-tools 4.3-8
srt 1.3.2-1
sshfs 3.5.1-2
startup-notification 0.12-6
steam-devices 0.2-2
steam-manjaro 1.0.0.56-1
sublime-text-3-imfix 3.3176-1
subversion 1.11.1-1
sudo 1.8.27-1
suitesparse 5.4.0-1
sysfsutils 2.1.0-10
system-config-printer 1.5.11-4
system-tools-backends 2.10.2-5
systemd 241.607-1
systemd-fsck-silent 239-1
systemd-libs 241.607-1
systemd-sysvcompat 241.607-1
taglib 1.11.1-3
talloc 2.1.14-1
tar 1.32-1
tcl 8.6.9-2
tdb 1.3.16-1
terminus-font 4.46-1.1
tevent 1:0.9.37-1
texinfo 6.5-2
thin-provisioning-tools 0.7.6-1
thunar-archive-plugin 0.4.0-1
thunar-gtk3 1.8.4-1
thunar-media-tags-plugin 0.3.0-1
thunar-volman 0.9.1-1
thunderbird 60.5.3-1
tlp 1.1-1.0
tmux 2.8-1
tracker 2.2.1-1
tslib 1.19-1
ttf-bitstream-vera 1.10-12
ttf-droid 20121017-6
ttf-inconsolata 1:2.0.0.1-3
ttf-indic-otf 0.2-9
ttf-liberation 2.00.5-1
ttf-ms-fonts 2.0-10
tumbler 0.2.3-2
twolame 0.3.13-8
tzdata 2018i-1
uchardet 0.0.6-2
udiskie 1.7.5-2
udisks2 2.8.1-1
ufw 0.36-1
unace 2.5-10
unrar 1:5.7.3-1
unzip 6.0-13
upower 0.99.9-1
usb_modeswitch 2.5.2-1
usbmuxd 1.1.0+48+g1cc8b34-3
usbutils 010-1
util-linux 2.33.1-2
v4l-utils 1.16.3-1
v86d 0.1.10-5.1
vala 0.42.6-1
vamp-plugin-sdk 2.8.0-1
vi 1:070224-3
vid.stab 1.1-2
viewnior 1.7-1
vim 8.1.0996-1
vim-runtime 8.1.0996-1
virtualbox 6.0.4-4
virtualbox-sdk 6.0.4-4
vlc 3.0.6-8
volume_key 0.3.11-2
vpnc 1:0.5.3.r454.r67-1
vte-common 0.54.3-1
vte3 0.54.3-1
vulkan-icd-loader 1.1.101-1
vulkan-intel 18.3.4-1
vulkan-radeon 18.3.4-1
wallpapers-2018 1.0-1
wavpack 5.1.0-2
wayland 1.16.0-1
wayland-protocols 1.17-1
webkit2gtk 2.22.7-1
webrtc-audio-processing 0.3.1-1
wget 1.20.1-3
which 2.21-3
wildmidi 0.4.3-1
wireless-regdb 2018.10.24-2
wireless_tools 30.pre9-2
woff2 1.0.2-1
wpa_supplicant 2:2.6-2
x264 2:155.r0a84d986-2
x265 3.0-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xcursor-breeze 5.11.5-1
xcursor-simpleandsoft 0.2-8
xcursor-vanilla-dmz-aa 0.4.5-1
xdg-dbus-proxy 0.1.1-1
xdg-desktop-portal 1.2.0-2
xdg-desktop-portal-gtk 1.2.0-1
xdg-su 1.2.3-1
xdg-user-dirs 0.17-2
xdg-utils 1.1.3-3
xf86-input-elographics 1.4.1-8
xf86-input-evdev 2.10.6-1
xf86-input-keyboard 1.9.0-3
xf86-input-libinput 0.28.2-1
xf86-input-mouse 1.9.3-1
xf86-input-void 1.4.1-4
xf86-video-amdgpu 19.0.0-1
xf86-video-ati 1:19.0.0-2
xf86-video-intel 1:2.99.917+860+g3a2dec17-1
xf86-video-nouveau 1.0.16-1
xfburn 0.5.5-1
xfce-evolution-themes 5.6.5-1
xfce4-appfinder-gtk3 4.13.0-2
xfce4-battery-plugin 1.1.2-1
xfce4-clipman-plugin 1.4.3-1
xfce4-cpufreq-plugin 1.2.1-1
xfce4-cpugraph-plugin 1.0.5-5
xfce4-dev-tools 4.12.0-2
xfce4-dict 0.8.2-1
xfce4-diskperf-plugin 2.6.1-2
xfce4-fsguard-plugin 1.1.0-2
xfce4-genmon-plugin 4.0.1-1
xfce4-mailwatch-plugin 1.2.0-8
xfce4-mount-plugin 1.1.3-1
xfce4-mpc-plugin 0.5.1-1
xfce4-netload-plugin 1.3.1-2
xfce4-notes-plugin 1.8.1-3
xfce4-notifyd-gtk3 0.4.2-1
xfce4-panel-gtk3 4.13.4-2
xfce4-power-manager-gtk3 1.6.0.79.g23fc649-2
xfce4-pulseaudio-plugin 0.4.1-1.2
xfce4-screenshooter 1.9.4-1
xfce4-sensors-plugin 1.3.92-1
xfce4-session-gtk3 4.13.1-6
xfce4-settings-gtk3 4.13.5-10
xfce4-smartbookmark-plugin 0.5.0-2
xfce4-systemload-plugin 1.2.2-1
xfce4-taskmanager 1.2.2-1
xfce4-terminal 0.8.7.4-1
xfce4-time-out-plugin 1.0.2-3
xfce4-timer-plugin 1.7.0-1
xfce4-verve-plugin 2.0.0-1
xfce4-wavelan-plugin 0.6.0-2
xfce4-weather-plugin 0.8.10-1
xfce4-whiskermenu-plugin-gtk3 2.3.1-1
xfce4-xkb-plugin 0.8.1-1
xfconf-gtk3 4.13.6-1
xfdesktop-gtk3 4.13.2-14
xfsprogs 4.19.0-2
xfwm4-gtk3 4.13.1-7
xfwm4-themes 4.10.0-3
xkeyboard-config 2.26-2
xmlsec 1.2.27-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.1-2
xorg-font-utils 7.6-5
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.4-5
xorg-iceauth 1.0.8-1
xorg-mkfontscale 1.2.0-2
xorg-server 1.20.4-1
xorg-server-common 1.20.4-1
xorg-setxkbmap 1.3.1-2
xorg-twm 1.0.10-1
xorg-xauth 1.0.10-2
xorg-xbacklight 1.2.2-1
xorg-xdpyinfo 1.3.2-2
xorg-xev 1.2.3-1
xorg-xinit 1.4.1-1
xorg-xinput 1.6.2-2
xorg-xkbcomp 1.4.2-1
xorg-xkill 1.0.5-1
xorg-xmodmap 1.0.10-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.0-2
xorg-xrdb 1.2.0-1
xorg-xset 1.2.4-1
xorgproto 2018.4-1
xvidcore 1.3.5-1
xz 5.2.4-1
yajl 2.1.0-2
yaourt 1.9-2
yay 9.1.0-1.0
yelp 3.30.0-1
yelp-tools 3.28.0-1
yelp-xsl 3.30.1-1
youtube-dl 2019.03.01-1
zenity 3.30.0-1
zeromq 4.3.1-1
zip 3.0-8
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zsh 5.7.1-1
zstd 1.3.8-1
zvbi 0.2.35-3
